ID,Boro,Community Board,Latitude,Longitude,Construction Status,Link Installation Status,Smallest PPT,Street Address,Orientation (Facing Front of Kiosk),Boro ID,Construction Complete (A),Location,Link Site ID
LINK-001684,Manhattan,109,40.823326,-73.953041,Not Ready for CX,A - Link Live,120371,600 West 140 Street,308 NW,NY-MN,6/2/16,"(40.823326000000002, -73.953040999999999)",mn-09-120371
LINK-001688,Manhattan,109,40.808039,-73.964212,Not Ready for CX,A - Link Live,120262,600 West 116st,28 NE,NY-MN,5/19/16,"(40.808039000000001, -73.964212000000003)",mn-09-120262
LINK-001689,Manhattan,109,40.807508,-73.964488,Not Ready for CX,A - Link Live,137848,2943 Broadway,109 E,NY-MN,8/12/16,"(40.807507999999999, -73.964488000000003)",mn-09-137848
LINK-001695,Manhattan,109,40.824559,-73.951597,Not Ready for CX,A - Link Live,111652,3480 Broadway,337 NW,NY-MN,5/26/16,"(40.824559000000001, -73.951597000000007)",mn-09-111652
LINK-001696,Manhattan,109,40.825091,-73.951659,Not Ready for CX,A - Link Live,120360,3497 Broadway,136 SE,NY-MN,6/2/16,"(40.825091, -73.951659000000006)",mn-09-120360
LINK-001699,Manhattan,109,40.825508,-73.950907,Not Ready for CX,A - Link Live,111954,3514 Broadway,178 S,NY-MN,5/31/16,"(40.825507999999999, -73.950907000000001)",mn-09-111954
LINK-001702,Manhattan,109,40.82609,-73.950482,Not Ready for CX,A - Link Live,111651,3536 Broadway,237 SW,NY-MN,6/22/16,"(40.826090000000001, -73.950481999999994)",mn-09-111651
LINK-001773,Bronx,207,40.867627,-73.89873,Not Ready for CX,A - Link Live,119873,26 West Kingsbridge Rd,14 N,NY-BX,6/2/16,"(40.867626999999999, -73.89873)",bx-07-119873
LINK-001774,Bronx,207,40.867828,-73.899576,Not Ready for CX,A - Link Live,119874,56 West Kingsbridge Road,21 N,NY-BX,6/29/16,"(40.867828000000003, -73.899575999999996)",bx-07-119874
LINK-001777,Bronx,205,40.862314,-73.900316,Not Ready for CX,A - Link Live,119573,2454 Walton Ave,307 NW,NY-BX,8/25/16,"(40.862313999999998, -73.900316000000004)",bx-05-119573
LINK-001780,Bronx,205,40.86063,-73.902369,Not Ready for CX,A - Link Live,119606,2374 Jerome Ave,258 W,NY-BX,6/2/16,"(40.86063, -73.902368999999993)",bx-05-119606
LINK-001785,Bronx,204,40.831467,-73.921747,Not Ready for CX,A - Link Live,119048,105 East 165 Street,183 S,NY-BX,5/9/16,"(40.831467000000004, -73.921746999999996)",bx-04-119048
LINK-001787,Bronx,205,40.853042,-73.905553,Not Ready for CX,A - Link Live,119590,104 East Burnside Ave,16 N,NY-BX,5/31/16,"(40.853042000000002, -73.905552999999998)",bx-05-119590
LINK-001788,Bronx,205,40.853157,-73.905403,Not Ready for CX,A - Link Live,119592,101 East Burnside Ave,208 SW,NY-BX,5/24/16,"(40.853157000000003, -73.905403000000007)",bx-05-119592
LINK-001792,Bronx,204,40.818942,-73.92837,Not Ready for CX,A - Link Live,119146,135 East 149st,262 W,NY-BX,5/9/16,"(40.818942, -73.928370000000001)",bx-04-119146
LINK-001820,Queens,412,40.706357,-73.792205,Not Ready for CX,A - Link Live,141553,168-06 Jamaica Ave,350 N,NY-QU,8/17/16,"(40.706356999999997, -73.792204999999996)",qu-12-141553
LINK-001821,Queens,412,40.706507,-73.792368,Not Ready for CX,A - Link Live,141536,168-03 Jamaica Ave,155 SE,NY-QU,8/17/16,"(40.706507000000002, -73.792367999999996)",qu-12-141536
LINK-001827,Queens,406,40.715758,-73.833513,Not Ready for CX,A - Link Live,124184,116-12 Queens Blvd,303 NW,NY-QU,7/19/16,"(40.715758000000001, -73.833512999999996)",qu-06-124184
LINK-002058,Manhattan,109,40.827321,-73.950028,Not Ready for CX,A - Link Live,111986,3569 Broadway,66 NE,NY-MN,7/13/16,"(40.827320999999998, -73.950028000000003)",mn-09-111986
LINK-002059,Manhattan,109,40.827932,-73.949581,Not Ready for CX,A - Link Live,111985,3581 Broadway,116 SE,NY-MN,7/14/16,"(40.827931999999997, -73.949580999999995)",mn-09-111985
LINK-002061,Manhattan,109,40.82758,-73.949288,Not Ready for CX,A - Link Live,120434,546 WEST 147ST,13 N,NY-MN,7/30/16,"(40.827579999999998, -73.949287999999996)",mn-09-120434
LINK-002062,Manhattan,109,40.828097,-73.949017,Not Ready for CX,A - Link Live,111874,3596 Broadway,312 NW,NY-MN,7/13/16,"(40.828097, -73.949016999999998)",mn-09-111874
LINK-002064,Manhattan,109,40.828543,-73.949135,Not Ready for CX,A - Link Live,120352,3601 Broadway,104 E,NY-MN,7/11/16,"(40.828543000000003, -73.949134999999998)",mn-09-120352
LINK-002065,Manhattan,109,40.829037,-73.948869,Not Ready for CX,A - Link Live,120354,600 West 149st,359 N,NY-MN,7/14/16,"(40.829037, -73.948869000000002)",mn-09-120354
LINK-002068,Manhattan,109,40.829675,-73.947866,Not Ready for CX,A - Link Live,102722,3642 BROADWAY,300 NW,NY-MN,7/11/16,"(40.829675000000002, -73.947866000000005)",mn-09-102722
LINK-002070,Manhattan,109,40.830208,-73.947909,Not Ready for CX,A - Link Live,120356,3659 Broadway,78 E,NY-MN,7/14/16,"(40.830207999999999, -73.947908999999996)",mn-09-120356
LINK-002072,Manhattan,109,40.830586,-73.947195,Not Ready for CX,A - Link Live,111931,3670 Broadway,305 NW,NY-MN,7/10/16,"(40.830585999999997, -73.947194999999994)",mn-09-111931
LINK-002073,Manhattan,109,40.830876,-73.946986,Not Ready for CX,A - Link Live,111936,3680 BROADWAY,305 NW,NY-MN,7/21/16,"(40.830876000000004, -73.946985999999995)",mn-09-111936
LINK-002084,Manhattan,112,40.836501,-73.942787,Not Ready for CX,A - Link Live,120445,581 WEST 161 STREET,17 N,NY-MN,7/7/16,"(40.836500999999998, -73.942786999999996)",mn-12-120445
LINK-002677,Manhattan,101,40.718036,-74.001021,Not Ready for CX,A - Link Live,122319,106 LAFAYETTE STREET,137 SE,NY-MN,8/10/16,"(40.718035999999998, -74.001020999999994)",mn-01-122319
LINK-002678,Manhattan,101,40.717828,-74.000962,Not Ready for CX,A - Link Live,137165,101 LAFAYETTE STREET,332 NW,NY-MN,7/30/16,"(40.717827999999997, -74.000962000000001)",mn-01-137165
LINK-002679,Manhattan,101,40.717484,-74.001523,Not Ready for CX,A - Link Live,137940,90 LAFAYETTE STREET,130 SE,NY-MN,7/11/16,"(40.717483999999999, -74.001523000000006)",mn-01-137940
LINK-002680,Manhattan,101,40.717243,-74.001743,Not Ready for CX,A - Link Live,137333,80 LAFAYETTE STREET,70 E,NY-MN,7/12/16,"(40.717243000000003, -74.001743000000005)",mn-01-137333
LINK-002682,Manhattan,101,40.716033,-74.00257,Not Ready for CX,A - Link Live,123431,45 LAFAYETTE STREET,331 NW,NY-MN,7/11/16,"(40.716033000000003, -74.002570000000006)",mn-01-123431
LINK-003015,Manhattan,103,40.731157,-73.985928,Not Ready for CX,A - Link Live,115305,193 2 AVENUE,125 SE,NY-MN,6/29/16,"(40.731157000000003, -73.985928000000001)",mn-03-115305
LINK-003226,Manhattan,103,40.73108,-73.985739,Not Ready for CX,A - Link Live,138575,192 2 AVENUE,308 NW,NY-MN,7/6/16,"(40.731079999999999, -73.985738999999995)",mn-03-138575
LINK-003227,Manhattan,103,40.730539,-73.986394,Not Ready for CX,A - Link Live,138573,175 2 AVENUE,121 SE,NY-MN,7/8/16,"(40.730539, -73.986394000000004)",mn-03-138573
LINK-003228,Manhattan,103,40.730881,-73.985882,Not Ready for CX,A - Link Live,123270,190 2 AVENUE,312 NW,NY-MN,6/29/16,"(40.730880999999997, -73.985882000000004)",mn-03-123270
LINK-003229,Manhattan,103,40.730249,-73.986348,Not Ready for CX,A - Link Live,123269,170 2 AVENUE,311 NW,NY-MN,7/8/16,"(40.730249000000001, -73.986348000000007)",mn-03-123269
LINK-003232,Manhattan,103,40.72848,-73.987875,Not Ready for CX,A - Link Live,131017,131 2 AVENUE,106 E,NY-MN,8/31/16,"(40.728479999999998, -73.987875000000003)",mn-03-131017
LINK-003234,Manhattan,103,40.72824,-73.987837,Not Ready for CX,A - Link Live,128751,124 2 AVENUE,302 NW,NY-MN,7/19/16,"(40.72824, -73.987836999999999)",mn-03-128751
LINK-003235,Manhattan,103,40.728027,-73.987965,Not Ready for CX,A - Link Live,123814,118 2 AVENUE,310 NW,NY-MN,7/19/16,"(40.728026999999997, -73.987965000000003)",mn-03-123814
LINK-003237,Manhattan,103,40.72746,-73.988372,Not Ready for CX,A - Link Live,123273,104 2 AVENUE,311 NW,NY-MN,8/31/16,"(40.727460000000001, -73.988371999999998)",mn-03-123273
LINK-003241,Manhattan,103,40.726049,-73.989403,Not Ready for CX,A - Link Live,137382,68 2 AVENUE,299 NW,NY-MN,8/31/16,"(40.726049000000003, -73.989402999999996)",mn-03-137382
LINK-003242,Manhattan,103,40.725641,-73.989698,Not Ready for CX,A - Link Live,123820,54 2 AVENUE,304 NW,NY-MN,8/31/16,"(40.725641000000003, -73.989698000000004)",mn-03-123820
LINK-003244,Manhattan,103,40.721716,-73.993343,Not Ready for CX,A - Link Live,108238,217 BOWERY,285 W,NY-MN,7/20/16,"(40.721716000000001, -73.993342999999996)",mn-03-108238
LINK-003247,Manhattan,102,40.720597,-73.994078,Not Ready for CX,A - Link Live,100727,178 BOWERY,111 E,NY-MN,7/11/16,"(40.720596999999998, -73.994078000000002)",mn-02-100727
LINK-003249,Manhattan,103,40.719905,-73.994058,Not Ready for CX,A - Link Live,108589,169 BOWERY,299 NW,NY-MN,7/11/16,"(40.719904999999997, -73.994057999999995)",mn-03-108589
LINK-003917,Manhattan,107,40.803579,-73.966917,Not Ready for CX,A - Link Live,120400,2820 BROADWAY,,NY-MN,6/10/16,"(40.803578999999999, -73.966916999999995)",mn-07-120400
LINK-003918,Manhattan,109,40.804835,-73.965995,Not Ready for CX,A - Link Live,120396,2858 BROADWAY,,NY-MN,6/22/16,"(40.804834999999997, -73.965995000000007)",mn-09-120396
LINK-004816,Manhattan,109,40.809965,-73.958889,Not Ready for CX,A - Link Live,120545,1238 AMSTERDAM AVENUE,94 E,NY-MN,7/29/16,"(40.809964999999998, -73.958888999999999)",mn-09-120545
LINK-004817,Manhattan,109,40.810163,-73.958744,Not Ready for CX,A - Link Live,142793,1244 AMSTERDAM AVENUE,106 E,NY-MN,7/29/16,"(40.810163000000003, -73.958743999999996)",mn-09-142793
LINK-004818,Manhattan,109,40.810378,-73.958321,Not Ready for CX,A - Link Live,142953,1253 AMSTERDAM AVENUE,313 NW,NY-MN,8/4/16,"(40.810378, -73.958320999999998)",mn-09-142953
LINK-004821,Manhattan,109,40.813669,-73.95619,Not Ready for CX,A - Link Live,136200,1340 AMSTERDAM AVENUE,115 SE,NY-MN,8/16/16,"(40.813668999999997, -73.956190000000007)",mn-09-136200
LINK-005211,Manhattan,109,40.818371,-73.952755,Not Ready for CX,A - Link Live,111948,1500 AMSTERDAM AVENUE,131 SE,NY-MN,7/13/16,"(40.818370999999999, -73.952754999999996)",mn-09-111948
LINK-005212,Manhattan,109,40.8196,-73.951942,Not Ready for CX,A - Link Live,120561,502 WEST 136 STREET,30 NE,NY-MN,7/9/16,"(40.819600000000001, -73.951942000000003)",mn-09-120561
LINK-005221,Manhattan,109,40.825947,-73.946952,Not Ready for CX,A - Link Live,120576,1739 AMSTERDAM AVENUE,315 NW,NY-MN,7/13/16,"(40.825946999999999, -73.946951999999996)",mn-09-120576
LINK-005426,Bronx,204,40.827549,-73.925904,Not Ready for CX,A - Link Live,119160,52 EAST 161 STREET,,NY-BX,8/12/16,"(40.827548999999998, -73.925904000000003)",bx-04-119160
LINK-005427,Bronx,204,40.827355,-73.925223,Not Ready for CX,A - Link Live,119159,72 EAST 161 STREET,358 N,NY-BX,6/24/16,"(40.827354999999997, -73.925223000000003)",bx-04-119159
LINK-005430,Bronx,204,40.827828,-73.924842,Not Ready for CX,A - Link Live,113552,875 GERARD AVENUE,91 E,NY-BX,6/29/16,"(40.827827999999997, -73.924841999999998)",bx-04-113552
LINK-005877,Manhattan,109,40.824578,-73.952134,Not Ready for CX,A - Link Live,120359,600 WEST 142 STREET,,NY-MN,7/5/16,"(40.824578000000002, -73.952134000000001)",mn-09-120359
LINK-005878,Manhattan,109,40.822703,-73.953499,Not Ready for CX,A - Link Live,120370,600 WEST 139 STREET,,NY-MN,7/5/16,"(40.822702999999997, -73.953498999999994)",mn-09-120370
LINK-005879,Manhattan,109,40.821918,-73.95331,Not Ready for CX,A - Link Live,120422,551 WEST 138 STREET,,NY-MN,7/10/16,"(40.821917999999997, -73.953310000000002)",mn-09-120422
LINK-005882,Manhattan,109,40.814496,-73.95935,Not Ready for CX,A - Link Live,136680,3153 BROADWAY,103 E,NY-MN,7/9/16,"(40.814495999999998, -73.959350000000001)",mn-09-136680
LINK-005931,Manhattan,109,40.805516,-73.966052,Not Ready for CX,A - Link Live,120269,602 WEST 112 STREET,,NY-MN,6/30/16,"(40.805515999999997, -73.966052000000005)",mn-09-120269
LINK-006026,Manhattan,111,40.799507,-73.939041,Not Ready for CX,A - Link Live,107943,2166 3RD AVENUE,120 SE,NY-MN,5/23/16,"(40.799506999999998, -73.939041000000003)",mn-11-107943
LINK-006027,Manhattan,111,40.791202,-73.944781,Not Ready for CX,A - Link Live,132876,1915 3RD AVENUE,300 NW,NY-MN,5/19/16,"(40.791201999999998, -73.944781000000006)",mn-11-132876
LINK-006029,Manhattan,109,40.809412,-73.959029,Not Ready for CX,A - Link Live,120546,1221 AMSTERDAM AVE,,NY-MN,7/27/16,"(40.809412000000002, -73.959029000000001)",mn-09-120546
LINK-006031,Manhattan,109,40.817656,-73.953007,Not Ready for CX,A - Link Live,120563,1481 AMSTERDAM AVENUE,,NY-MN,7/30/16,"(40.817655999999999, -73.953006999999999)",mn-09-120563
LINK-006032,Manhattan,109,40.827193,-73.946443,Not Ready for CX,A - Link Live,100231,500 WEST 148 STREET,10 N,NY-MN,7/18/16,"(40.827193000000001, -73.946443000000002)",mn-09-100231
LINK-006033,Manhattan,109,40.827195,-73.946043,Not Ready for CX,A - Link Live,120573,1781 AMSTERDAM AVE,302 NW,NY-MN,7/18/16,"(40.827195000000003, -73.946043000000003)",mn-09-120573
LINK-006035,Manhattan,109,40.830367,-73.943722,Not Ready for CX,A - Link Live,131062,1881 AMSTERDAM AVE,301 NW,NY-MN,7/18/16,"(40.830367000000003, -73.943721999999994)",mn-09-131062
LINK-006037,Manhattan,112,40.832283,-73.942327,Not Ready for CX,A - Link Live,120463,1941 AMSTERDAM AVE,314 NW,NY-MN,7/12/16,"(40.832282999999997, -73.942327000000006)",mn-12-120463
LINK-006038,Manhattan,112,40.832732,-73.942268,Not Ready for CX,A - Link Live,111956,1952 AMSTERDAM AVE,134 SE,NY-MN,7/14/16,"(40.832732, -73.942267999999999)",mn-12-111956
LINK-006039,Manhattan,112,40.833447,-73.94174,Not Ready for CX,A - Link Live,120460,1976 AMSTERDAM AVE,,NY-MN,7/14/16,"(40.833447, -73.941739999999996)",mn-12-120460
LINK-006040,Manhattan,112,40.833861,-73.941447,Not Ready for CX,A - Link Live,100263,1988 AMSTERDAM AVE,127 SE,NY-MN,7/13/16,"(40.833860999999999, -73.941446999999997)",mn-12-100263
LINK-006041,Manhattan,112,40.834247,-73.941163,Not Ready for CX,A - Link Live,111803,2002 AMSTERDAM AVE,133 SE,NY-MN,7/14/16,"(40.834246999999998, -73.941163000000003)",mn-12-111803
LINK-006042,Manhattan,112,40.834078,-73.940919,Not Ready for CX,A - Link Live,120458,481 WEST 159 STREET,220 SW,NY-MN,7/14/16,"(40.834077999999998, -73.940918999999994)",mn-12-120458
LINK-006043,Manhattan,112,40.834815,-73.940477,Not Ready for CX,A - Link Live,120457,2017 AMSTERDAM AVE,,NY-MN,7/13/16,"(40.834814999999999, -73.940477000000001)",mn-12-120457
LINK-006150,Manhattan,107,40.798535,-73.969281,Not Ready for CX,A - Link Live,120273,240 WEST 102 STREET,,NY-MN,7/20/16,"(40.798535000000001, -73.969280999999995)",mn-07-120273
LINK-006861,Queens,406,40.718602,-73.838184,Not Ready for CX,A - Link Live,124181,110-88 QUEENS BLVD,,NY-QU,7/19/16,"(40.718601999999997, -73.838183999999998)",qu-06-124181
LINK-007143,Manhattan,107,40.777227,-73.982777,Not Ready for CX,A - Link Live,121203,222 AMSTERDAM AVE,74 E,NY-MN,7/18/16,"(40.777227000000003, -73.982776999999999)",mn-07-121203
LINK-007145,Manhattan,107,40.775999,-73.983247,Not Ready for CX,A - Link Live,138046,155 WEST 68 STREET,214 SW,NY-MN,7/14/16,"(40.775998999999999, -73.983247000000006)",mn-07-138046
LINK-007147,Manhattan,107,40.776066,-73.983627,Not Ready for CX,A - Link Live,121193,174 AMSTERDAM AVE,114 SE,NY-MN,7/12/16,"(40.776066, -73.983626999999998)",mn-07-121193
LINK-007876,Manhattan,108,40.773006,-73.958069,Not Ready for CX,A - Link Live,120996,1349 3 AVENUE,306 NW,NY-MN,7/6/16,"(40.773006000000002, -73.958068999999995)",mn-08-120996
LINK-008229,Manhattan,103,40.721425,-73.993454,Not Ready for CX,A - Link Live,100726,211 BOWERY,264 W,NY-MN,7/20/16,"(40.721425000000004, -73.993454)",mn-03-100726
LINK-008230,Manhattan,103,40.717924,-73.994956,Not Ready for CX,A - Link Live,108422,113 BOWERY,299 NW,NY-MN,8/10/16,"(40.717923999999996, -73.994956000000002)",mn-03-108422
